Subset Accuracy,Hamming Loss,Micro Precision,Micro Recall,Micro F1,Macro F1,Fold
0.4924506387921022,0.154006968641115,0.36964504283965727,0.6711111111111111,0.47671665351223363,0.4745137529489746,1
0.5365853658536586,0.14262485481997678,0.3938223938223938,0.6815144766146993,0.499184339314845,0.4908936542286925,2
0.5238095238095238,0.13821138211382114,0.39915966386554624,0.6319290465631929,0.4892703862660944,0.48542928278137126,3
0.521486643437863,0.13588850174216027,0.4127604166666667,0.7028824833702882,0.5200984413453651,0.5158547996146418,4
0.5110336817653891,0.14006968641114984,0.399734395750332,0.665929203539823,0.4995850622406639,0.4851253448394156,5
