Subset Accuracy,Hamming Loss,Micro Precision,Micro Recall,Micro F1,Macro F1,Fold
0.49825783972125437,0.13960511033681766,0.39755766621438265,0.6511111111111111,0.493681550126369,0.49383536188830746,1
0.5331010452961672,0.12822299651567945,0.4267425320056899,0.6681514476614699,0.5208333333333334,0.5261507696290304,2
0.5203252032520326,0.13101045296167246,0.4160475482912333,0.6208425720620843,0.498220640569395,0.49692400928929104,3
0.5226480836236934,0.12590011614401858,0.4360056258790436,0.6873614190687362,0.5335628227194492,0.5353827825829486,4
0.5272938443670151,0.12264808362369338,0.4441176470588235,0.668141592920354,0.5335689045936396,0.5259380877991204,5
