Subset Accuracy,Hamming Loss,Micro Precision,Micro Recall,Micro F1,Macro F1,Fold,Order,OrderLabels
0.48664343786295006,0.16004645760743322,0.3575685339690107,0.6666666666666666,0.46547711404189296,0.4645098723785889,1,"[1, 2, 3, 4, 0]","['Ambiguous', 'Nonverifiable', 'Negative', 'Vague', 'Subjective']"
0.5307781649245064,0.14355400696864112,0.39208173690932313,0.6837416481069042,0.49837662337662336,0.4936227726952428,2,"[1, 2, 3, 0, 4]","['Ambiguous', 'Nonverifiable', 'Negative', 'Subjective', 'Vague']"
0.521486643437863,0.14518002322880372,0.38337801608579086,0.6341463414634146,0.4778613199665831,0.4715289314711553,3,"[1, 2, 3, 4, 0]","['Ambiguous', 'Nonverifiable', 'Negative', 'Vague', 'Subjective']"
0.5261324041811847,0.1403019744483159,0.403530895334174,0.7095343680709535,0.5144694533762058,0.5094032487859508,4,"[1, 2, 3, 4, 0]","['Ambiguous', 'Nonverifiable', 'Negative', 'Vague', 'Subjective']"
0.5203252032520326,0.1391405342624855,0.40239043824701193,0.6703539823008849,0.5029045643153527,0.4921361233728942,5,"[1, 2, 3, 4, 0]","['Ambiguous', 'Nonverifiable', 'Negative', 'Vague', 'Subjective']"
