Subset Accuracy,Hamming Loss,Micro Precision,Micro Recall,Micro F1,Macro F1,Fold
0.4843205574912892,0.16120789779326364,0.3557919621749409,0.6688888888888889,0.4645061728395062,0.4634912831247056,1
0.5307781649245064,0.14355400696864112,0.39208173690932313,0.6837416481069042,0.49837662337662336,0.4936227726952428,2
0.521486643437863,0.1456445993031359,0.3820375335120643,0.6319290465631929,0.47619047619047616,0.46971074965297355,3
0.5238095238095238,0.14146341463414633,0.40100250626566414,0.7095343680709535,0.5124099279423538,0.5077316897513781,4
0.521486643437863,0.13983739837398373,0.4007936507936508,0.6703539823008849,0.5016556291390728,0.49113323737000825,5
